3.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.872390620459167470e-11
3.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.693938310094127220e-11
3.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.531730080118567499e-11
3.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.383851638944793968e-11
3.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.248662165888456713e-11
3.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.124749764757932939e-11
3.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.010893197471468444e-11
3.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.906032682269422153e-11
3.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.809244113396838777e-11
3.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.719719476933964798e-11
4.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.636749090099664912e-11
4.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.559708214565199018e-11
4.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.488044539609897083e-11
4.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.421268892809958054e-11
4.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.358946248937765350e-11
4.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.300689176826927047e-11
4.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.246151266283500512e-11
4.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.195022457489920126e-11
4.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.147024141362065546e-11
4.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.101905803574542126e-11
5.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.059441316660359142e-11
5.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.019426496263078204e-11
5.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.816762648577986237e-12
5.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.460228557384724329e-12
5.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.123136144446227819e-12
5.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.804096675727334214e-12
5.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.501841976645668538e-12
5.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.215214531954913059e-12
5.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.943153762159153005e-12
5.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.684688689799834020e-12
6.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.438926875417713994e-12
6.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.205048901912587031e-12
6.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.982299448991374342e-12
